Description,Label
"Mình là dân xem bóng đá đơn thuần, cổ vũ đội tuyển và cực ghét tụi xàm trên khán đài toàn đưa ảnh ng chết lên!",non-toxic
Thật là hp :))),non-toxic
Thối nát quá r!!!!!!!!!!!!,toxic
Thấy cưng haha,non-toxic
Chính sách ngu dân ngày càng hiệu quả,toxic
Con trai làm trưởng phòng kế toán nữa thì quả là một dân tộc Hạnh Fúck,toxic
2 em rat xinh dep qua tuyet voi.,non-toxic
hư cấu quá,non-toxic
Chẳng caption đụng chạm tới lòng tự trọng của thằng trộm vặt thớt ấy mà,toxic
macro toàn bản đồ :)),non-toxic
Hai em đẹp quá,non-toxic
Thầy ơi em để ý thấy tiểu tiểu giống vị tướng này <3,non-toxic
🤦🤦🤦,non-toxic
Toàn ngu muội. Đi ra đó mà đánh đi.,toxic
"Đấy, người cá đấy :v",non-toxic
Hợp lý :3,non-toxic
Chuẩn thế nhở 🤪,non-toxic
Vũ Hà chiếc pút hư hỏng,non-toxic
Hít hà,non-toxic
"đất nước mình như tảng băng chìm. Loạn lạc quá! ba mẹ đi làm quần quật kiếm tiền , các thuế phí xăng thì tăng vùn vụt mà lương thì không thấy tăng, con cái đi học thì bị bảo vệ/ thầy ..bạo hành, lạm dụng td. Bị phát",toxic
Hãy tỏ ra là não mình không phẳng đi các bạn.,non-toxic
Vn mjnh qua nhjeu luat an tien dan...😪,toxic
Em chào chị.. chị xinh quá .. thương chị quá...,non-toxic
Hoặc do xe vinfast dễ gây tai nạn cho các xe khác khi cùng lưu thông; Hoặc chính quyền dùng quyền lực xoá lợi ích người dân để phục vụ cho lợi ích nhóm?,toxic
Cô bảo là cô hiền lắm đó nha~,non-toxic
Xạo lol hk có j vui chúg ta hk nên xạo lol,toxic
Thí con chốt,non-toxic
Yeu nhau ko bao giờ được dụ nha anh . Nhưng mà phải Liếm lôn nha a 🤣🤣🤣🤣🤣🤣,toxic
"Chị Ba đã lên sóng, hóng chi Ba🥰🥰",non-toxic
Phản cảm quá,non-toxic
Thứ bóng dơ,toxic
trán ngắn tóc dài mồm lai trung cuốc.,toxic
Quan chức lương thì cũng như ta thôi. Nhưng ng nào ng nấy khi lên làm quan toàn nhà lầu xe hơi. Lạ.,non-toxic
Hai thằng mặt ng dạ thú tụi mày sẻ bị quả báo.,toxic
Vaidai,toxic
Hà Nguyễn,non-toxic
Con so bên nào vậy,non-toxic
sang năm mới mong anh bớt hí nha,non-toxic
"Hoan hô chú bộ đội đánh mỹ tài ghê , tàu bay mỹ chú bắn cho tan tành 😂😂 sau khi đánh mỹ thì nó thế này đây",toxic
Bao giờ chết,toxic
Huy Engraving xin video bạn đẹp trai ơi,non-toxic
Hồ Nguyễn Quốc Phú sủa ít thôi,toxic
Anh Trung tele :)),non-toxic
Chỉ muốn mãi mãi giống như đứa trẻ con k phải lo toan k phải suy nghĩ,non-toxic
Chả hiểu cái mẹ gì luôn,toxic
Địt mẹ các bạn ý. Cười rụng con mẹ nó mồm rồi.,toxic
chất anh ưi,non-toxic
"Hoàng Công Hiếu lỗi thì chưa chắc nhưng đa số sống như lol, đa số thôi",toxic
2thag ôn con đến cửa hàng xe hơi đòi mua siêu xe.,toxic
Đất nước ta chịu nhiều thiệt thòi vì trả qua nhiều cuộc chiến tranh liên miên,non-toxic
ae cài về cùng mình kiếm tiền mỗi ngày kiếm card 20k ai ko hiểu ib mình chỉ cho,non-toxic
Game j thầy oi,non-toxic
Chắc chăn là cá già nên chết,non-toxic
Và chúng ta lại có biển trong đất liền,non-toxic
cái chính quyền như cái lờ,toxic
Má nó đau tim vl các ông ạ,toxic
"Trần Huỳnh Như rồi nghe nhiều chuyện buồn quá cũng k tốt nha,đang busss cuuu tự nhiên nghĩ đến chuyện buồn xong là khóc ròng rã😅",toxic
Em thích nhất đoạn đầu😊,non-toxic
Trời ơi thích cô Minh Hiếu dã mang,non-toxic
Sao bác ko đốn cửa tất cả cửa khẩu còn qua lại thì còn dich bệnh có nhiều người vì đồng tiền nên ko biết mình là người hây súc vật đâu bác ơi,toxic
Thanks mixigaminh,non-toxic
"bọn dlv hài thật =)) D*t me thằng ăn thuế của dân mà sống thì giúp dân là chuyện đương nhiên và lẽ đương nhiên chúng ta vẫn kính trọng họ , còn người ko ăn thuế , nộp thuế lại tự bỏ tiền túi ra giúp dân thì chúng nó chửi như chó, chúng nó chỉ làm xấu đi hình ảnh người chiến sĩ của chúng nó mà thôi",toxic
Đấu khẩu - Chim lợn 👍,toxic
Cách tốt nhất để thoát Tàu là dân chủ hóa đất nước nhưng lãnh đạo Việt Nam hiện nay lại xa rời dân chủ.,non-toxic
"Uầy, thế mà có cái hội lúc nào cũng ngông ngóng cái lũ đu càng đó gửi tiền về đó, chậc chậc😞",toxic
Dờ Uy ha ha free ship rồi mà giảm thì lỗ 🤣,non-toxic
Lũ ngu vô học... viết tiêu đề còn sai chính tả.,toxic
"Gọi làm gì ? Nó láo thật , nhưng rõ là chửi đúng , thằng kia đúng là ngu mà !",toxic
chính phủ nidalee vãi Khoa Nay Đã Lớn,toxic
Thằng chủ tịch thị trấn lớn phết nhể!,non-toxic
So sánh với bắc triều tiên là biết ngay bản chất của độc tài rồi.,toxic
ở Hàn gọi là chiếc lá còn VN là lá chà bồn.,toxic
Đàn bà dễ có mấy tay_dinh thự của nữ đội trưởng đội chống buôn lậu,toxic
Dân chơi nhìn phát biết ngay tối nay sẽ nở hoa,non-toxic
"Bọn lừa ưa nặng, quen đưa đít cho nhà nc thông rồi ;))",toxic
Sao mấy stt này ko thấy con chó DLV vào ẳng nhỉ?,toxic
"Ông Dần là 3/// nhưng là 3/// zui, khác vs 3/// lol kia",toxic
T đang nhìn clgv 🙂,toxic
Cách ly tại nhà rồi nhaa m.n,non-toxic
kkkk anh tôi,non-toxic
Học trò ngoan,non-toxic
Đcmm đi chết đi:)),toxic
🙆🏻‍♀️,non-toxic
Quá trời cái,non-toxic
Túi xách ông Độ,non-toxic
"Coi cười muốn xỉu, cười mà khan cổ họng luôn rồi. 😂",non-toxic
Ý thức như L..,toxic
Nó thích mình nó đã yêu cmm luôn chứ bắt m đợi làm lồn gì. Đợi chỉ là lí do để nó tìm xem có kèo nào ngon hơn không thôi,toxic
Anh em yếu sly ib,toxic
bạn ấy đã lỗ lực rất tốt,non-toxic
Lỡ rồi múc luôn đi. Mấy ảnh về lấy tiền của dân mua lại =]],toxic
E cũng chúc anh chị vs bé tùng có một tuần mới thật là vui vẻ,non-toxic
Đặc điểm nhận dạng người tăng động,non-toxic
thương thầy quá . Nói thế cho gam có động lực ai ngờ :)),non-toxic
Tập hay nhất từ trước tới giờ luôn,non-toxic
em tú ánh sáng :))),non-toxic
ông  ơi  sao một  số người  ở  hải ngoại  suốt,non-toxic
"Coi cai miêng con nho linh loc ,giong nhu cai L bi sung kia ,co minh hiêu chui cho no chú đi",toxic
Sống chậm thôi cacban:((,non-toxic
"Phục vụ cho cộng sản, mà ko mang lợi cho chúng, những người này kì vọng gì, mong chúng nhân từ đưa ra miếng xương sao",toxic
chẳng phải thiên đường người ta di chuyển bằng cách cưỡi mây hay sao ? lẽ ra họ chỉ xây cầu bằng xốp thôi.... nhưng vì lương tâm của người kongsan nên họ cho vào thêm bê tông và ít cốt thép đấy ! bà con ở thiên đường cứ học cái tính càm ràm vớ vẫn của bọn giãy chết !,toxic
Kkkk,non-toxic
những con sán dây tuyên giáo,toxic
Cô hiếu là đẹp nhất 😍,non-toxic
Clm :))),toxic
Co ko ma noi vay e.xao vua thoi.chan e con dinh phen vang khe kia ma bay dac no.e ve que e ma no.cho moi nguoi 1000 usd ha.may ngay nay tiem ban giay tien vang bac ngji het roi e.bot no nha,toxic
Con 3 vang ngoc mac ao dam giong quy,toxic
Trung Minh đã c.bi dụng cụ trang điểm mùa dịch chua,non-toxic
Phạm Hồng Minh anh chỉ có giấy hộ nghèo thôi có cần phải xuất trình ko,non-toxic
Hat nhu lon 🙂,toxic
Út Tuyền :))),non-toxic
"quan cs ở xứ thiên đường thuộc bài kinh luôn ,mở mồm là "" ơn đảng ,ơn chính phủ..."" còn thằng quan tư bổn giãy hoài ko chết cũng thuộc bài luôn nhưng bài của nó là "" tôi xin chịu trách nhiệm ,tôi xin từ chức... """,toxic
Nghe vô lý nhưng cực kỳ thuyết phục,non-toxic
Becks Tran e cũng như mấy bác trên,non-toxic
Linh Tyny thị chịu =))),non-toxic
Trung ám ảnh,non-toxic
Đang mùa dịch mà chị iu,non-toxic
Hoàng HuyTiến Đạt,non-toxic
Trung ben10,non-toxic
Hán hoá từ từ,toxic
Ad não ngắn vl... Đó chỉ là fb giả lợi dụng trường hợp con bé mỹ linh kia để câu like page thôi. Ngu lắm ad ạ!!,toxic
Bh nó làm quả múa quạt của cậu bảnh thì còn vl nữa,toxic
Con này nó như con hấp ấy,toxic
Con linh cá lóc là loại người không tha thứ dc.,toxic
Lại cà khịa r a ưiii,non-toxic
ĐÃ BÊ ĐÊ RỒI CÒN BỊ BỆNH XẠO LỒN,toxic
Chàng trai yêu thương bộ tộc là bà phù thủy đây ak anh :3,non-toxic
Lao gia KHUNG tien tri cai con C.,toxic
Tấc dziêng là cái qq gì dzạ mn,toxic
Anh tôi nói cái j cx đúng,non-toxic
Trái tim sao to bằng anh lê bảo bình được ??,non-toxic
"Thương Xiu hãy trao cho anh 25,8 tr sau 24h ừ thì jack đạt kỉ lục mọi thể loại 🙂",non-toxic
Thay vì ở đây xàm lol,toxic
Có tiền đi đường quyền =)),non-toxic
Thiên đường xhcn là đây :v,toxic
Lên top chỉ qua được ng ta ủng hộ sau vụ việc thg KICM nhạc dell hay chổ nào,toxic
khi dân ta ảo tưởng :3,toxic
nha` bao viec,non-toxic
Xin hân hạnh giới thiệu nghệ sĩ hài số 1 trong làng esport việt,non-toxic
Con trai cưng của độ thích cắn kẹo hương cam 😂,non-toxic
Đồng quan điểm.,non-toxic
Dành cho các bạn sống chậm,non-toxic
Nhìn giống váy què của chipu,non-toxic
Thương nhất vợ lúc này vất vả thật và nên đỡ họ những lúc họ cần những ng đàn ông như mình bên cạnh,non-toxic
Độ chúc các bạn coi stream vui vẻ :said,non-toxic
"HL sao không chịu đem tấm bằng khen NSƯT ra khè lại đám Cu Vẹm kia vậy cà, dù sao đi nửa tấm bằng khen cũng do đảng và nhà nước cấp cho mà. Còn nếu dám chịu chơi nữa thì diễn kịch với tựa đề đừng tin những gì Cu Vẹm nói, mong ra khi về mỹ có thể xin welfare như lúc ban đầu khi mới tới mỹ diện H.O",toxic
Yêu cô chu cà mo,non-toxic
Bởi dừa lờ t lắm cho chừa cái tật chơi dọng cha dọng mẹ rồi bị chặt :)))))),toxic
Con yêu cô quá ❤❤,non-toxic
Nguyễn Bích Tb sang thì k tiếp nhá c,non-toxic
Chi ba noi dung cho em cai vietheo 200 nha di ba so 0373393999,non-toxic
Cần lắm tiếng nói của 1 dâm loạn viên,toxic
Ko bt cô chuyễn giới lun á h mứ bt.cô cy giới lúc mìh 1tuoi 😂😂,non-toxic
Cho mình hỏi nick fb của chị ba là gì thế ạ?,non-toxic
tan nhang bs co tri ko chj,non-toxic
Biết là Nhật cũng có người này người kia nhưng chú bao nhiêu tuổi rồi mà hành động ấu trĩ như thế 😖😖😖,toxic
"Làm cái đéo gì thì làm đừng để ng ta nhắc đến VN là gắn với từ ""ăn cắp"" :))",toxic
chug nao bon quan chuc cs bj lat do thj vn moi co tuong lai,toxic
Thằng nào mạnh chẳng muốn ăn thằng khác. VN lúc có quân đội mạnh tí nữa thì nuốt đc thằng Cam kìa :)),toxic
Nghe khá hay😂,non-toxic
Tung Nguyen,non-toxic
kệ tổ nhà chúng nó chứ mắc mớ gì thế,toxic
Nhớ mẹ quá êy😶,non-toxic
Idol của tui dễ cưng quá!!!,non-toxic
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",toxic
Như 2 giọt nước,non-toxic
Cộng Thành 3 que thất học muôn đời sủa,toxic
Cũng muốn làm lắm :)) nó chúng nó bảo t toàn đi cà khịa nên ko ai xem đâu =#),non-toxic
Bạn bị phạt khi chê lãnh đạo kênh kiệu/ngu/cùi bắp ... không phải vì bạn xúc phạm họ mà vì bạn đã lộ bí mật quốc gia.,toxic
I love you chu cà mo . Là cho mò cu đó trời mc minh tuân còn lập lại nữa hahaahha,non-toxic
Quần gì ma nhìn vào thấy mất nết dễ sợ,toxic
Thằng già kia đứng cười chứ :(,toxic
Vậy thì đừng xem 😒,non-toxic
du học sinh úc đâí 🤣🤣,non-toxic
nứng chưa ae,toxic
chúc abe được nhiều sub,non-toxic
Abe và sena ko thể ngang nhau được=)),non-toxic
Mấy ông được truyền máu,non-toxic
Chưa cạo râu kìa con bóng Lông xiên,toxic
Câu like câu view,non-toxic
Miện giống lôm trâu,toxic
Phong cách lợn viên đây.,non-toxic
Đó là 1 câu chuyện bùn)),non-toxic
Chị ba vàng ngọc (xàm lồng kakaka)đó em,toxic
@Pham Cuong đmm,toxic
@Phương vo nói cl gì z mẹ. Nói mà để ng ta từ chối hiểu hay gì á,toxic
Xin video đc ko bạn yêu,non-toxic
Khung qua linh oi tôi sau ma Khung nua,toxic
"Thằng vô danh tiểu tốt này chấp nó làm gì, cho vài tệ nói cái đéo gì nó cũng nói, có khi bảo nó chửi bố nó nó cũng chửi. Kệ nó đi! Bao giờ là quan chức hẵng hay !",toxic
tưởng các bác thế nào 😂😂,non-toxic
ad càng ngày thấy càng ngu thì fải,toxic
và để chế độ,non-toxic
fai nói 1 điều mày khóc thuê à ad . sẽ sớm thôi mày sẽ bị dờ gáy,toxic
Nó lại dễ vailon,toxic
Một người Nga cũng said :,non-toxic
Diện Trần có con rồi mà như thằng trẩu :)),toxic
thôi anh im mẹ mồm đi nói nhiều quá,toxic
càng tới dịp lễ Tết hay gì đó là càng muốn về nhà chơi với ba mẹ :((,non-toxic
anh nghệ sĩ đánh đàn của 1 công ti nào đó,non-toxic
Hóng gắn lông mi 🙂,non-toxic
Từ lý thuyết đến thực hành là cả 1 câu chuyện dài =)),non-toxic
- không biết gì sao làm bọ chưởng ?,toxic
"Đù dại ghê, bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái, đuợc tiếng luôn, vào khám mấy anh chị cũng thương, xiên hết mọi thằng trên Phường luôn cho nó Sum",toxic
Công an xã là nơi nhiều cái chết bí ẩn nhất,toxic
Như nhau thôi😅,non-toxic
Hot girl?? Đáng ra phải là pónk dơ chứ nhỉ???,toxic
Mạnh Thắng Trần Nguyễn Đức Hoàng ko đi tơi ở cầu giấy nha :((,non-toxic
toang rồi,non-toxic
bạn biết facebook của chị ý không ạ,non-toxic
anh mình cũng bắt trend nhé =))),non-toxic
Bạn chả có máu hóa văn loz j cã=]],toxic
Thối nát.đkmm,toxic
Chưa thấy giáo án 24h ngoài đường mô nha thầy.-.,non-toxic
Xin video với broh,non-toxic
Giờ tao thấy hối hận khi vừa nc với 1 con bò,toxic
chi phi cong trinh bj bon no cat xen chia chat voi nhau het roi.tien lam cong trinh rat thap lam sao co chat luong.,toxic
Con nay dien nang qua,toxic
Đumoe nói leo,toxic
Ủa trend gì vại mn?,non-toxic
VN cố lên :>,non-toxic
Tối nay em sẽ đi học chớ ko đi chơi nha ABe,non-toxic
Mong là k lủng như năm qua :v,non-toxic
Ai cho xin mấy video của mixi đầu video này vs,non-toxic
"Phát ngôn ngu vãi, tao đi ị ở bến xe gia lâm còn phải đóng thuế 5k một lượt kia mà nhà vs có gia lol gì âu, bọn nó chịch nhau còn phải đóng thuế vì dùng bao con sâu hay victoria kia...",toxic
Thanh Trúc Hà Thái Nguyễn Phạm Phương Trâm :)) bóng dáng con dâu chủ tịch đâu đây,non-toxic
Ra đường nhớ cằm theo não,toxic
Cái gì đang xảy ra vậy 🤧🤧,non-toxic
anh lân hỏi toàn câu hóc búa và trot tên dần này .lão lại càng lên cơn thần kinh nặng hơn .nước mỹ chưa có thuốc trị bệnh thần kinh cho trần dần thì chữa làm sao virus19 được kkkk,toxic
"Đảng viên thì sao?công khai đảng viên còn hơn lũ 3/// nhưng là cộng sản nằm vùng ,đem con mụ Nẫm qua chửi Mỹ như chó -lũ 3/// chống lưng cho mụ chửi ,tao là diện HO mà tao còn ko ưa tụi 3///",toxic
Năm Lê Nguyễn Thu Hằng dm vcl bar con đeo khéo chưa đc 1p giật tung l :)),toxic
Captain cao bằng,non-toxic
2 cái lỗ mũi to zậy mà vẫn thấy ngột ngạt là sao nhỉ🙄🙄,toxic
"Tàu hũ in tiền sang VN gom đất, nhà, vàng và mua chuộc chó với đầy tớ",toxic
😂😂😂,non-toxic
Hoang Trung mấy ổng đc truyền máu đây :)),non-toxic
Huyền Khánh Phùng ơ chị mặt nhiều lớp thế 😂,toxic
M pk thầy ba giống con gà điểm nào k Thao Hoang,toxic
"Nho Lâm sợ người việt từ nước dề kìa, chứ bắt đầu ngày mai là miễn thị thực đối vs khách châu âu rồi",non-toxic
"Ghê, chảnh choẹ",toxic
Cc j zay :)),toxic
Con đỉ minh hiếu là con đỉ khùng dơ con súc vật sánh cũng không bằng  nó nghe   con rác rửi  con khùng bẩm sinh con quái vật,toxic
Nhớ đến đấng nha 3 gà 😎😎,non-toxic
@Linsa NCT muốn bt tht hay giả mua đi rk bt,non-toxic
Ngu người,toxic
Minh Hoàng nó lại top ms ghê vl,toxic
Pham My Linh Hom nào qua làm vài ván đi kkk,non-toxic
"chặt chồng đôi heo đỏ, tứ quý :)))) Mulan ấm r :))))",non-toxic
hình ảnh thầy giáo và các e học sinh khi có giáo viên khác dự giờ,non-toxic
Minh Hải =)))),non-toxic
"Lộc đéo cmt là bác đc yên r. Lộc cmt cái bác \""lên\"" nóc nhà bắt con gà... Bãi đéo nào cũng có dấu răng của L :))",toxic
Suốt ngày đi làm ô xin như con chó bên mỹ mà bị đá dập mu 2 lần rồi nên đi đái cũng khó sợ nó nhức,toxic
AE ĐĂNG KÝ KÊNH YOUTUBE CHÍNH THỨC CỦA HẢI NHA,non-toxic
Đào Thị Thu ui thế á. Sang dọn nhà hộ mình bạn ơi. 😀,non-toxic
Trần Uyên đã nghe chưa 🥳,non-toxic
Tham nhũng hèn gì chúng nó giàu thế,toxic
Bố m cũng đến chịu cách ăn mac khác người của nó !,toxic
Kết quả của việc cải cách của mày đây thằng mặt lờ,toxic
Vẫn chưa què bằng nhân cách của anh🙂,toxic
Dung sl nữa bà 3 ôi,toxic
Thầy em là phải hơn. Nhưng ngu hơn ă🤧,toxic
em về tộc anh r nhưng chưa có fc🤣,non-toxic
bên siêu sao bên siêu ngố 😂😂,non-toxic
Anh chính thức thành kẻ thù không đội trời chung của đám dâm lợn viên. Hihi,toxic
Khỏi chèn mấy cái tiếng hay hơn á ad,non-toxic
"Tụi mày tuổi lồn, nói thế cho nó vuông",toxic
Thằng mặt l này đi trên đường tưởng thần kinh đấy,toxic
"Cô chân thật, dễ thương quá trời. Thích nhất câu cuối cùng của cô, hi vọng cô sống vui khỏe và hạnh phúc thực hiện được ước mơ của mình. Yêu cô 😘",non-toxic
Một pha óc chó của a . ý thức như ruồi của a,toxic
"Ăn hết bao nhiêu tiền của dân để lo cho dân nhưng lũ mọi rợ này lo cho dân vậy đó,qua tàu rước bao công về chém hết lũ mọi rợ đó đi.",toxic
so vl,toxic
"Dẻo vang nhieu qua vay minh hieu, em đẹp qua, khi nào di my vay em. Di khi nào ve vay em",non-toxic
Im mẹ mồm,toxic
Thúy Hiền gơ thiệt,non-toxic
"Tối thiểu phải giữ lại 33% thì mới đủ xây dựng hạ tầng cơ bản, hơn 40 năm bóc lột dân SG chưa đủ sao? Những ngày đầu tiên tràn vô chúng đã vơ vét số tài sản khổng lồ để cõng ra ngoài kia và cứ tiếp tục chúng xẻ thịt hàng ngày, cao tốc ở TPhcm k đủ phục",toxic
Hoàng Thịnh a về rồi đây🤧,non-toxic
Huyền Trang 😆😆😆,non-toxic
"CHỬI Một lần nữa, yêu cầu ad kiểm tra lại cách ""đưa tin"" của mình:",toxic
Van Nguyen Gia Chiến truoc an ne :)),non-toxic
"Bà nầy nói chuyện ko có văn hoá , ko biết xấu hổ",toxic
Nguyễn Phan Hoài Ninh ai kêu gáy sớm giờ khỏi có cơm ăn:)),non-toxic
Giang Thanh Đạt Đú Đẫn Quang Trung :)),non-toxic
Chị này chỉ nói sai cái chỗ rằng là người đi xe máy thì không gọi là nỗ lực thôi .Không thể nào cứ nhìn vào con xe người khác đi là đánh giá được xem họ có nỗ lực không được đâu .,non-toxic
Chuẩn,non-toxic
Sống nhanh lên nào,non-toxic
Bích đú...,toxic
Ae cần liên hệ mình nha,non-toxic
Nguyễn Trọng Hiệp nước mũi hả chú,non-toxic
Sống chậm thôi anh em,non-toxic
"Chuyện đéo đâu xa về đạo đức mấy thằng chó công an giao thông:sáng nãy e đi tiễn mấy thằng bạn đi lính..bọn giao thông đi dẹp đường nó cầm gậy sắt vừa vụt vừa chửi dân như con ""bố mày đập chết cụ mày giờ,địt cụ mày"" mình đéo ngờ luôn đấy",toxic
Cho mình hỏi a Độ stream bên Nimo mấy giờ v m.n?,non-toxic
Hẹn mấy đứa tại DO1 - Samsung - SECC GameCon2019 nhé!!!,non-toxic
Hí,non-toxic
Nay hơi chậm :)) cailozcatkhong,toxic
Báo chí gì mà nói sạo lộ liễu. Nản,toxic
Xin video bác,non-toxic
Con loz heo gầy làn xấu fandom để avt mochi mà khẩu nghiệp,toxic
Bùi Thị Thảo Vy,non-toxic
Nói chứ thấy bà này nói chuyện cứ sao sao như con khùng,toxic
Nhìn mặt đẹp gái mà cái tính lại xấu xa thế này.,toxic
Các ông sống từ từ thôi,non-toxic
Ngủ đất :v,non-toxic
Lên múa võ cho bà con xem đi  ông anh,non-toxic
"con hàng này ngon quá, t sục 5 phút bắn cmm rồi",toxic
Ghi Ta chúa said : ta tha thứ cho con,non-toxic
..mm,non-toxic
"Nhung ơi là Nhung, sao mày báo đời dữ vậy Nhung...):",toxic
Khau nghiep,toxic
Ok anh êi,non-toxic
Con thần kinh,toxic
Nghe rất vô lí nhưng cực kì thuyết phục,non-toxic
"Mn ơi có ai có fb cô bảy miếng đất ko ạ, ko ai fb trên video ạ",non-toxic
Ba Cát Lượng mới phải chứ thầy,non-toxic
Cực kì khuyết tật,toxic
bạn đã làm được,non-toxic
Cực kì thuyết,non-toxic
"Bán hàng vậy mà cũng có ng mua , vì đẹp bất chấp nhục .Con này về miền bắc VN được đón tiếp nồng hậu lắm đây .",toxic
1 contairner nằm hết :)),non-toxic
BaVi :)),non-toxic
Đặng Thiên Nga chị ơi 🤣🤣,non-toxic
Chào các bạn quay trở lại với tòi súng vờ lốc :)),non-toxic
Đúng rồi.Chứ k phải do mấy thằng bụng bầu rước giặc về diệt chủng đồng bào đâu,toxic
Mong các bạn ủng hộ MV mới của ông già mk để ổng còn mua sữa cho mk uống chứ vã lắm r:D,non-toxic
Dơ vlll nhưng t thích,toxic
Vcl ạ,toxic
Có vẻ ngon,non-toxic
Vs idol luôn luôn ❤,non-toxic
Và đây là giải pháp,non-toxic
mọi con đường búa liềm đều dẫn tới tham nhũng,toxic
sì tai củ l gì thế này??,toxic
Hóng B52 debut cùng J97,non-toxic
Cá chết là do đéo biết bơi có thế thôi cũng họp :))),toxic
Cái đám chết chạy đấy thì nó ghét cs đến xương tuỷ còn gửi tiền về? Gửi đc bn khi làm nail culi lo cuộc sống chưa xong dư dả quá ha :)) còn Việt kiều thành đạt kiếm tiền còn gửi về tổ quốc thì chắc chắn ko có time mà lên fb share 3 cái tin rồi chửi ch,toxic
Cháu cũng làm con cặc j.,toxic
Có lột cả va li ra như thế kia k,non-toxic
Em đéo ra cao bằng gặp anh đc đcm,toxic
Nguyễn Minh bo cua Ngọc trinh corona,toxic
Team ế và chờ stream a Độ :)))),non-toxic
Ad sao mày bố láo thế,toxic
Được em ơiiii =)),non-toxic
Thanh Tuấn Ủa có liên quan,non-toxic
Tuấn Black k hay thật mà,non-toxic
Mình đang thắc mắc là liệu có phải là cột điện không hay cột gì khác ? Khoảng cách giữa 2 cột điện đâu thể ngắn thế này ? .-.,non-toxic
Nyc mình thích thầy Ba lắm. Thấy thầy được nút vàng mà vui thay. Haha,non-toxic
Nguyễn Thuận cmt = não đi bạn,toxic
Khoe puồi,toxic
"cười xỉu lun má ơi,,, cô có duyên quá, like cho cô",non-toxic
Công nhận. Mình không thích jack. Toàn fan ùa theo là chính,non-toxic
Nguyễn Linh Hương Ngát lương cao làm part time,non-toxic
"Võ Hồng Gấm chị đọc tin tức mà cứ thấy lo sợ, chỉ 1 người bị mà luyên lụy nhiều người.",non-toxic
Vãi cả cái còi ôm vòng theo cái ngực đô con 😂😂,toxic
Nhìn cứ như 2 pha!,non-toxic
@Trà My 10 năm trc ytb cũng ko có livestream đâu nha bạn :)),non-toxic
Phan Thị Mỹ Dung rambo nhấm 💩,non-toxic
Đôi môi này chỉ ăn cơm với cá,non-toxic
Hơizzzz=))),non-toxic
"thì đã nói rồi. thế giới người ta có mỏ bạc, mỏ vàng mỏ kim cương. còn việt nam có mỏ lồn là hay :3",toxic
Coi lúc đầu vui lúc  sao ngge cô kể chuyện buồn quá thw cô quá,non-toxic
Chị yêu đẹp gái quá đi.. 😘,non-toxic
Nguoi mien trung nhu e chi ngoi xem cac bac chui nhau thoi :)),non-toxic
Chán ông già vl,toxic
Vitamin Nhung cđ m chứ ai nữa 😁😁,toxic
nổ quá bà ơi... bà nổ quá con cháu bà...ra đường ăn xin đó,toxic
Ai lớp du chu cà mo :))),non-toxic
oke anh hẹn anh 10g tối nhá,non-toxic
"Có một người đàn ông nọ đứng ở giữa quảng trường và hét to: ""Lãnh đạo đất nước là những thằng ngu"".",toxic
Tụi con đều đồng lòng xin nghỉ mà lại cho đi học :(,non-toxic
"Tôi xin rút kinh nguyệt nhé... mợ, mỗi tháng rút 1 lần nhể",toxic
Em có hộp rượu Táo Mèo Muốn gửi abe sài năm học mới ạ !,non-toxic
mọi chuyện có abe lo hết,non-toxic
:))) chào nha,non-toxic
Khó vẽ nụ cười,non-toxic
Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,toxic
"chửi nhau sao kg gọi Phone chửi cho dã cái miệng,mà lên dây khoe vàng hả cha,ỉa déo ra cũng dưa lên,bó tay,",toxic
"I pray to Jesus, Sakya Muni, Allah! Please! Please protect him!",non-toxic
mời abe đến quầy số 15 để thanh toán,non-toxic
Cực kỳ thuyết phục này!,non-toxic
Iphone lấy cảm hứng từ Tộc Trưởng,non-toxic
Trên bờ: tao chửi đấy mày làm đéo gì được tao :v,toxic
Đụ con đĩ mẹ chúng m đừng có nhai đi nhai lại đc k? Con người chứ có phải con trâu con bò đâu mà có cái câu nhai mãi mà chả có cái ý nghĩa con cặc gì cả,toxic
"Jack hát nhạc vàng thì hợp,luyến láy như c",toxic
Dương vật của team :)) à em nhầm linh vật ớ lại nhầm linh hồn :)),toxic
Chị hiếu dể thương,non-toxic
Ngọc Thảo em có lý do riếng của em nhaaaaa =)))),non-toxic
"Thần đồng toán học ,",non-toxic
Nguyễn Đức Thắng may có khánh nó mới nổi mấy bài hot,non-toxic
Đéo còn tý niềm tin cái đất nc này,toxic
Nguyễn Tuấn Văn thắng thì k tia đâu mà thua là phải soi kk,non-toxic
Hôm qua mới xây bằng giấy. :),non-toxic
Thanh Trẻ Trâu đm :)),toxic
Ong noi nay khung khung ngao da ma,toxic
xám xí,toxic
Theo tui làm ban giám khảo vài năm nay thì bài đc trung bình ..😀😀😀😀 nghe hôk hiểu gì hết,non-toxic
Nó khóc là vì lũ xủ nó( đồng bon) vẫn còn ngồi trên kia phán xét sinh mang nó,toxic
